"cname","isocode","isoabbr","date","ppi.all.tot.ave","ppi.all.nat.ave","ppi.all.reg.ave","borders.all.tot.ave","borders.all.nat.ave","borders.all.reg.ave","borders.air_bord.tot.ave","borders.air_bord.nat.ave","borders.air_bord.reg.ave","borders.land_bord.tot.ave","borders.land_bord.nat.ave","borders.land_bord.reg.ave","borders.sea_bord.tot.ave","borders.sea_bord.nat.ave","borders.sea_bord.reg.ave","emerg.all.tot.ave","emerg.all.nat.ave","emerg.all.reg.ave","ind_locat.all.tot.ave","ind_locat.all.nat.ave","ind_locat.all.reg.ave","ind_locat.ind_mob.tot.ave","ind_locat.ind_mob.nat.ave","ind_locat.ind_mob.reg.ave","ind_locat.med_stay.tot.ave","ind_locat.med_stay.nat.ave","ind_locat.med_stay.reg.ave","ind_locat.publ_tr.tot.ave","ind_locat.publ_tr.nat.ave","ind_locat.publ_tr.reg.ave","masks.all.tot.ave","masks.all.nat.ave","masks.all.reg.ave","places.all.tot.ave","places.all.nat.ave","places.all.reg.ave","places.gov_offs.tot.ave","places.gov_offs.nat.ave","places.gov_offs.reg.ave","places.ne_busn.tot.ave","places.ne_busn.nat.ave","places.ne_busn.reg.ave","places.restrts.tot.ave","places.restrts.nat.ave","places.restrts.reg.ave","places.venues.tot.ave","places.venues.nat.ave","places.venues.reg.ave","places.wfh.tot.ave","places.wfh.nat.ave","places.wfh.reg.ave","soc_and_schls.all.tot.ave","soc_and_schls.all.nat.ave","soc_and_schls.all.reg.ave","soc_and_schls.schools.tot.ave","soc_and_schls.schools.nat.ave","soc_and_schls.schools.reg.ave","soc_and_schls.soc_gath.tot.ave","soc_and_schls.soc_gath.nat.ave","soc_and_schls.soc_gath.reg.ave"
"Brazil",76,"BR",2020-04-20,0.099,0.075,0.099,0.172,0.111,0.113,0.515,0.333,0.335,0.482,0.333,0.248,0.479,0.333,0.29,1,1,0.881,0.3,0.3,0.148,0,0,0,1,1,0.07,0.713,0,0.713,0.308,0,0.308,0.25,0.25,0.249,1,1,0.76,0.909,0,0.909,0.505,0,0.505,0.946,0,0.946,1,1,0.763,0.486,0,0.486,0.973,0,0.973,0.361,0,0.361
"Myanmar",104,"MM",2020-04-20,0.104,0.1,0.037,0.333,0.333,0,1,1,0,0.667,0.667,0,0,0,0,0,0,0,0.348,0.3,0.148,0.429,0.2,0.296,1,1,0,1,1,0.191,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Canada",124,"CA",2020-04-20,0.101,0.075,0.101,0.275,0.222,0.162,0.704,0.667,0.125,0.779,0.667,0.351,0.722,0.667,0.179,1,0,1,0.369,0.3,0.341,0.558,0,0.558,1,1,0.756,0.226,0,0.226,0,0,0,0.25,0.25,0.25,1,1,0.571,1,0,1,1,0,1,1,0,1,0.478,0,0.478,0.5,0,0.5,1,0,1,0.878,0,0.878
"China",156,"CN",2020-04-20,0.121,0.1,0.113,0.014,0.014,0.014,0.043,0,0.043,0.043,0.043,0.043,0.043,0.043,0.043,1,1,0.956,0.466,0.3,0.414,0.828,0,0.828,1,1,0.828,0.043,0.043,0.043,0.828,0,0.828,0.229,0.125,0.207,0,0,0,0.828,0,0.828,0.828,0,0.828,1,1,0.828,1,1,0,0.5,0.5,0.414,1,1,0.043,0.828,0,0.828
"Colombia",170,"CO",2020-04-20,0.125,0.125,0.088,0.333,0.333,0,0.667,0.667,0,1,1,0,0.667,0.667,0,1,1,0,0.5,0.5,0.336,1,1,0.673,0.395,0.333,0.093,1,1,0.154,1,1,0.005,0.25,0.25,0.079,0.029,0,0.029,1,1,0.294,1,1,0.2,1,1,0.025,0.041,0,0.041,0.5,0.5,0.088,1,1,0.054,1,1,0.121
"Czech Republic",203,"CZ",2020-04-20,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0.333,0.333,0,0,0,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0.333,0.333,0,0,0,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Ecuador",218,"EC",2020-04-20,0.125,0.125,0,0.333,0.333,0,1,1,0,1,1,0,0.667,0.667,0,1,1,0,0.5,0.5,0,1,1,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0
"Germany",276,"DE",2020-04-20,0.101,0.1,0.101,0.333,0.333,0,1,1,0,1,1,0,0.333,0.333,0,1,1,0,0.215,0.2,0.057,0.239,0.2,0.083,0.333,0.333,0.016,1,1,0.158,0.182,0,0.182,0.25,0.25,0.162,1,1,0.216,1,1,0.431,1,1,0.226,1,1,0.647,0,0,0,0.5,0.5,0.5,1,0,1,1,1,0.244
"Hungary",348,"HU",2020-04-20,0.125,0.125,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0.333,0.333,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0
"India",356,"IN",2020-04-20,0.125,0.125,0.117,0.333,0.333,0.182,1,1,0.198,1,1,0.51,1,1,0.11,0.022,0,0.022,0.5,0.5,0.467,1,1,0.934,1,1,0.824,1,1,0.97,1,1,0.542,0.25,0.25,0.25,1,1,0.76,1,1,0.84,1,1,0.795,1,1,0.999,1,1,0.371,0.5,0.5,0.499,1,1,0.996,0.958,0.75,0.899
"Indonesia",360,"ID",2020-04-20,0.1,0.1,0.063,0.224,0.222,0.004,0.671,0.667,0.012,0.671,0.667,0.012,0.671,0.667,0.012,1,1,0.595,0.329,0.3,0.121,0.243,0,0.243,1,1,0.098,0.294,0,0.294,0.294,0,0.294,0.074,0,0.074,0,0,0,0.294,0,0.294,0.294,0,0.294,0.294,0,0.294,0,0,0,0.5,0.5,0.275,0.551,0,0.551,1,1,0.294
"Italy",380,"IT",2020-04-20,0.125,0.125,0.021,0.148,0.111,0.056,0.333,0.333,0,0.167,0,0.167,0,0,0,1,1,0.167,0.5,0.5,0.083,1,1,0.167,1,1,0.167,0,0,0,0,0,0,0.25,0.25,0.042,0,0,0,1,1,0.167,1,1,0.167,1,1,0.167,0.167,0,0.167,0.5,0.5,0.083,1,1,0.167,0,0,0
"Japan",392,"JP",2020-04-20,0.1,0.1,0.025,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0.333,0.333,0,1,1,0.286,0.344,0.344,0.043,0.35,0.35,0.085,1,1,0,0,0,0,0,0,0,0.18,0.18,0.027,0,0,0,0.437,0.437,0.106,0,0,0,0.106,0,0.106,1,1,0,0.5,0.5,0.048,1,1,0.042,0.5,0.5,0.074
"South Korea",410,"KR",2020-04-20,0.103,0.103,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0,0.102,0.102,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,0.048,0.048,0
"Malaysia",458,"MY",2020-04-20,0.125,0.125,0.022,0.333,0.333,0.032,1,1,0.096,1,1,0.096,1,1,0.096,0,0,0,0.5,0.5,0.086,1,1,0,1,1,0.287,1,1,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Mexico",484,"MX",2020-04-20,0.102,0.1,0.053,0.15,0.111,0.064,0.07,0,0.07,0.451,0.333,0.191,0.333,0.333,0,0.024,0,0.024,0.15,0.1,0.074,0.068,0,0.068,0.364,0.333,0.046,0.134,0,0.134,0.36,0,0.36,0.25,0.25,0.152,1,1,0.364,1,1,0.235,1,1,0.054,1,1,0.672,1,1,0.345,0.5,0.5,0.079,1,1,0.033,0.557,0.5,0.124
"Nigeria",566,"NG",2020-04-20,0.108,0.012,0.106,0.303,0.033,0.29,0.53,0.077,0.512,0.909,0.083,0.826,0.364,0.065,0.299,0.049,0,0.049,0.303,0.042,0.281,0.518,0.083,0.435,0.463,0.083,0.445,0.537,0.083,0.519,0.266,0.083,0.183,0.215,0.021,0.215,0.659,0.083,0.641,0.774,0.083,0.774,0.656,0.083,0.638,0.714,0.083,0.695,0.782,0.083,0.763,0.485,0.032,0.485,0.942,0.065,0.942,0.694,0.065,0.678
"Pakistan",586,"PK",2020-04-20,0.121,0.1,0.121,0.333,0.333,0.182,1,1,0,0.697,0.333,0.547,0,0,0,0.742,0,0.742,0.465,0.3,0.447,0.824,0,0.824,1,1,0.742,1,1,1,1,1,0.517,0.25,0.25,0.249,1,1,0.937,1,1,0.976,0.976,0,0.976,1,1,0.809,1,1,0.928,0.5,0.5,0.49,1,1,0.972,0.94,0.25,0.935
"Philippines",608,"PH",2020-04-20,0.125,0.125,0.034,0.333,0.333,0.092,1,1,0.275,1,1,0.275,1,1,0.275,1,1,0.275,0.5,0.5,0.131,1,1,0.262,1,1,0.217,1,1,0.23,0.769,0.552,0.217,0.25,0.25,0.054,0.769,0.552,0.217,1,1,0.217,1,1,0.217,1,1,0.217,1,1,0.217,0.5,0.5,0.109,0.769,0.552,0.217,1,1,0.217
"Russia",643,"RU",2020-04-20,0.104,0.057,0.104,0.13,0.124,0.025,0.38,0.372,0.059,0.384,0.372,0.063,0.08,0.072,0.051,0.154,0,0.154,0.393,0.209,0.39,0.76,0.4,0.749,0.711,0.095,0.695,0.528,0.095,0.52,0.332,0.07,0.332,0.25,0.25,0.246,0.45,0.108,0.435,0.948,0.128,0.922,1,0.996,0.92,1,1,0.941,0.543,0.119,0.52,0.472,0.061,0.47,0.861,0.122,0.847,0.779,0.076,0.772
"Saudi Arabia",682,"SA",2020-04-20,0.125,0.125,0.039,0.333,0.333,0.085,0.333,0.333,0,1,1,0.255,0,0,0,0,0,0,0.5,0.5,0.158,1,1,0.255,1,1,0,1,1,0.406,0,0,0,0.25,0.25,0.102,1,1,0.406,1,1,0.406,1,1,0.406,1,1,0.406,0,0,0,0.5,0.5,0.127,1,1,0.255,0,0,0
"Vietnam",704,"VN",2020-04-20,0.1,0.1,0.001,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.667,0.667,0,0,0,0,0.4,0.4,0.004,0.8,0.8,0,0.341,0.333,0.012,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"South Africa",710,"ZA",2020-04-20,0.125,0.125,0.03,0.333,0.333,0.011,1,1,0.034,1,1,0.034,1,1,0.034,1,1,0,0.5,0.5,0.027,1,1,0,1,1,0.089,1,1,0,1,1,0,0.25,0.25,0.131,1,1,0.525,1,1,0.354,1,1,0,1,1,0,1,1,0,0.5,0.5,0.017,1,1,0.034,0.25,0.25,0
"Spain",724,"ES",2020-04-20,0.125,0.125,0.071,0.333,0.333,0.075,0.442,0.333,0.162,1,1,0.209,0.125,0,0.125,1,1,0.047,0.5,0.5,0.065,1,1,0.13,0,0,0,1,1,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0.349,1,1,0.697,0,0,0
"Switzerland",756,"CH",2020-04-20,0.1,0.1,0.009,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0.047,1,1,0.093,0.273,0.25,0.047
"Thailand",764,"TH",2020-04-20,0.076,0.075,0.007,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.304,0.3,0.009,0.215,0.2,0.019,1,1,0.019,0,0,0,0,0,0,0.026,0,0.026,0,0,0,0.104,0,0.104,0.104,0,0.104,0.104,0,0.104,0,0,0,0.009,0,0.009,0.019,0,0.019,0,0,0
"United Arab Emirates",784,"AE",2020-04-20,0.11,0.1,0.05,0.201,0.111,0.135,0.602,0.333,0.404,0.404,0,0.404,0,0,0,0,0,0,0.381,0.3,0.202,0.523,0.2,0.404,1,1,0,1,1,0.404,0,0,0,0.25,0.25,0.101,0.404,0,0.404,1,1,0.404,0.404,0,0.404,1,1,0.404,1,1,0.404,0.5,0.5,0,1,1,0,0,0,0
"Tunisia",788,"TN",2020-04-20,0.1,0.1,0,0.333,0.333,0,0.333,0.333,0,1,1,0,1,1,0,0,0,0,0.4,0.4,0,0.8,0.8,0,0,0,0,1,1,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Turkey",792,"TR",2020-04-20,0.125,0.125,0.003,0.112,0.111,0.001,0.333,0.333,0,0.336,0.333,0.004,0,0,0,0,0,0,0.5,0.5,0.011,1,1,0.006,1,1,0.011,0.036,0,0.036,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0
"Egypt",818,"EG",2020-04-20,0.1,0.1,0.004,0.222,0.222,0,0.667,0.667,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.015,0.8,0.8,0,1,1,0,1,1,0.075,0,0,0,0.25,0.25,0.019,0.075,0,0.075,1,1,0.075,1,1,0.075,1,1,0.075,0,0,0,0.25,0.25,0,0.5,0.5,0,0,0,0
"United Kingdom",826,"GB",2020-04-20,0.101,0.1,0.052,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.082,0.403,0.4,0.183,0.806,0.8,0.028,0.333,0.333,0.009,0.842,0,0.842,0,0,0,0.25,0.25,0.238,1,1,0.842,1,1,0.111,1,1,0.111,1,1,0.111,0.028,0,0.028,0.5,0.5,0.024,1,1,0.028,1,1,0.049
"United States of America",840,"US",2020-04-20,0.1,0.075,0.1,0.181,0.111,0.105,0.531,0.333,0.296,0.533,0.333,0.299,0.447,0.333,0.174,1,1,1,0.377,0,0.377,0.751,0,0.751,0.378,0,0.378,0.172,0,0.172,0.163,0,0.163,0.25,0,0.25,0.336,0,0.336,0.941,0,0.941,0.979,0,0.979,0.961,0,0.961,0.339,0,0.339,0.497,0,0.497,0.988,0,0.988,0.541,0,0.541
"Venezuela",862,"VE",2020-04-20,0.125,0.125,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Yemen",887,"YE",2020-04-20,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0
"Belgium",56,"BE",2020-04-21,0.125,0.125,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,0.333,0.333,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Bhutan",64,"BT",2020-04-21,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0.333,0.333,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0
"Sri Lanka",144,"LK",2020-04-21,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0,0,0,0.667,0.667,0,0,0,0,0.4,0.4,0,0.8,0.8,0,1,1,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Chile",152,"CL",2020-04-21,0.1,0.1,0,0.333,0.333,0,0.667,0.667,0,1,1,0,0.667,0.667,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0.5,0.5,0
"Taiwan",158,"TW",2020-04-21,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0.333,0.333,0,1,1,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Costa Rica",188,"CR",2020-04-21,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.3,0.3,0,0.2,0.2,0,1,1,0,1,1,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Croatia",191,"HR",2020-04-21,0.1,0.1,0,0.333,0.333,0,0.333,0.333,0,1,1,0,1,1,0,0,0,0,0.2,0.2,0,0,0,0,0.333,0.333,0,1,1,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Denmark",208,"DK",2020-04-21,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.667,0.667,0,0,0,0,0.4,0.4,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"El Salvador",222,"SV",2020-04-21,0.125,0.125,0,0.222,0.222,0,0.667,0.667,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0.5,0.5,0,1,1,0,0.333,0.333,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0
"Finland",246,"FI",2020-04-21,0.1,0.1,0,0.333,0.333,0,1,1,0,1,1,0,1,1,0,1,1,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"France",250,"FR",2020-04-21,0.125,0.125,0,0.333,0.333,0,0,0,0,1,1,0,0.667,0.667,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Guatemala",320,"GT",2020-04-21,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0.3,0.3,0,0.2,0.2,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Honduras",340,"HN",2020-04-21,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Ireland",372,"IE",2020-04-21,0.125,0.125,0,0.333,0.333,0,0,0,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.333,0.333,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Israel",376,"IL",2020-04-21,0.125,0.125,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Jordan",400,"JO",2020-04-21,0.125,0.125,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.667,0.667,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Kenya",404,"KE",2020-04-21,0.1,0.1,0,0.333,0.333,0,1,1,0,1,1,0,0,0,0,0,0,0,0.3,0.3,0,0.2,0.2,0,1,1,0,1,1,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Kuwait",414,"KW",2020-04-21,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0
"Lebanon",422,"LB",2020-04-21,0.125,0.125,0,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0.333,0.333,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Montenegro",499,"ME",2020-04-21,0.125,0.125,0,0.333,0.333,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0,1,1,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Morocco",504,"MA",2020-04-21,0.125,0.125,0,0.333,0.333,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Oman",512,"OM",2020-04-21,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.667,0.667,0,0,0,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0
"Nepal",524,"NP",2020-04-21,0.125,0.125,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Netherlands",528,"NL",2020-04-21,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.8,0.8,0,0.333,0.333,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"New Zealand",554,"NZ",2020-04-21,0.125,0.125,0,0.333,0.333,0,1,1,0,0.667,0.667,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Nicaragua",558,"NI",2020-04-21,0.025,0.025,0,0.111,0.111,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Norway",578,"NO",2020-04-21,0.1,0.1,0,0.222,0.222,0,0.667,0.667,0,0,0,0,0.667,0.667,0,1,1,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Panama",591,"PA",2020-04-21,0.125,0.125,0,0.222,0.222,0,0.667,0.667,0,0.667,0.667,0,0.333,0.333,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0
"Paraguay",600,"PY",2020-04-21,0.125,0.125,0,0.333,0.333,0,1,1,0,1,1,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0,1,1,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Peru",604,"PE",2020-04-21,0.125,0.125,0,0.333,0.333,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.333,0.333,0,1,1,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Poland",616,"PL",2020-04-21,0.125,0.125,0,0.333,0.333,0,1,1,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,0.333,0.333,0,1,1,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Portugal",620,"PT",2020-04-21,0.125,0.125,0,0.333,0.333,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0,1,1,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Qatar",634,"QA",2020-04-21,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Romania",642,"RO",2020-04-21,0.1,0.1,0,0.111,0.111,0,0.333,0.333,0,0.333,0.333,0,0,0,0,0,0,0,0.1,0.1,0,0.2,0.2,0,0.333,0.333,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Sweden",752,"SE",2020-04-21,0.05,0.05,0,0.111,0.111,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.5,0.5,0
"Uruguay",858,"UY",2020-04-21,0.1,0.1,0,0.333,0.333,0,0.333,0.333,0,1,1,0,0.333,0.333,0,1,1,0,0.1,0.1,0,0,0,0,0.333,0.333,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Algeria",12,"DZ",2020-04-21,0.125,0.125,0,0.333,0.333,0,1,1,0,0.667,0.667,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Argentina",32,"AR",2020-04-21,0.125,0.125,0.049,0.333,0.333,0.025,1,1,0,1,1,0.075,1,1,0,1,1,0.069,0.5,0.5,0.044,1,1,0.063,1,1,0.044,1,1,0,1,1,0.285,0.25,0.25,0.024,1,1,0.017,1,1,0.061,1,1,0,1,1,0.038,1,1,0,0.5,0.5,0.181,1,1,0.251,1,1,0.111
